,index,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
10,10,12.380215057674995,0.241384995292373,12.380215057674995,0.241384995292373,0.5320174910693725,306.46999999999997,274.214,306.24275568408996,124,0,0.16852259190137447,-0.49358020516525525,0.49358020516525525,0.16852259190137447,1.0909090909090908,1.7272727272727273,2.272727272727273,2.6478939624750626,457.3186817649958,16.535169427003233,14.920944587612812,14.920944587612812,10.45159616038172,8.515837525811023,8.515837525811023,6.47147446614715,6.47147446614715,3.903726171053338,3.903726171053338,2.65433462025261,2.65433462025261,-1.35,54034.34002517021,18.698426150121062,9.623339340840369,6.184538506369604,135.21055160640688,9.636772684650527,5.749511833283905,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.186202068468653,43.52793314262446,5.563451491696996,33.66780395870588,14.431309868722348,5.783244946364939,0.0,0.0,0.0,52.87531971370191,27.246982335779872,28.823088612014207,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,0.0,33.030227282144814,0.0,13.847474399381248,60.512736973483484,12.13273413692322,0.0,0.0,0.0,30.740000000000002,0.0,4.794537184071822,0.0,5.783244946364939,6.4208216229260096,42.0123263017264,24.162374599628507,0.0,25.980208536304467,21.019081165045005,4.736862953800049,5.831754115226338,0.0,13.681778816807991,0.0,2.9344551973299273,1.131461893335541,4.00510156840514,5.420409006372486,7.8512403280303085,4.14379907449227,0.631578947368421,22,1,3,0,0,0,1,0,1,2,1,3,10,0,0,0,1,2.979840000000001,92.17820000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
11,11,12.222904022149672,-3.450561067019398,12.222904022149672,0.04574463433725673,0.4847156775428574,356.50800000000004,326.26800000000003,356.18900586009005,136,0,0.17869887245328903,-0.49222592931843767,0.49222592931843767,0.17869887245328903,1.1666666666666667,1.875,2.4583333333333335,2.8765163236850126,638.4188876462807,18.164925939000156,15.22303972819403,16.039536309121754,11.252237423263946,8.544876628173485,10.436288166231739,6.473084769796104,8.457242229375371,3.7726780990826243,4.890656854835464,2.3093545991550424,3.1428155580434574,-1.4,122310.32069048964,20.644247787610624,9.789158016147635,7.009722222222224,145.4710078737969,9.636772684650527,10.644995308801679,15.62049808278244,0.0,0.0,0.0,4.794537184071822,8.417796984328938,0.0,0.0,26.186202068468653,24.619922828310838,11.819220675208399,33.66780395870588,22.849106853051286,15.62049808278244,0.0,0.0,0.0,43.92332878983845,33.50275151929128,23.762552697081826,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,0.0,47.70379344998515,9.837253136417502,0.0,49.385833990089495,23.094584680902603,0.0,0.0,0.0,64.88,9.837253136417502,13.212334168400758,0.0,10.678728421882713,30.885423318332403,31.939055675215442,10.966276799312087,12.13273413692322,14.09534396535438,6.923737199690624,4.736862953800049,29.717372676726033,0.0,13.500460304063385,0.0,0.42593331944296975,0.29109152296517027,4.7077120338876295,5.772219404142707,3.332017977792897,0.5031927609792128,0.6111111111111112,24,1,5,0,0,0,1,0,1,4,1,6,11,0,0,0,1,1.7665,95.81400000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0
12,12,12.934753914514538,-3.3463688904740043,12.934753914514538,0.016669504929561096,0.35836998156184574,487.7080000000003,448.3960000000002,487.22949076809,182,0,0.2137349009369034,-0.33236995078017284,0.33236995078017284,0.2137349009369034,0.96875,1.5625,2.09375,1.980924745240579,972.2082373504406,23.940946820939043,19.94493354136482,21.57792670322027,15.013204324956778,11.700422607314325,14.961853141160883,8.784386696871733,13.151111880043823,6.304106250613615,9.965711812196488,4.3083644606383364,6.94496468520082,-1.2900000000000003,6556565.065953246,26.958308320009436,11.720512279553773,7.102969129020032,193.6969516253623,4.899909730850478,0.0,15.62049808278244,10.023291153407584,0.0,0.0,4.794537184071822,16.835593968657875,4.305215991296234,0.0,26.186202068468653,50.45167034231508,5.563451491696996,55.54579434150023,26.530040883580174,25.643789236190024,0.0,4.305215991296234,0.0,64.69454038891031,44.22948924305645,28.823088612014207,0.0,0.0,4.899909730850478,0.0,0.0,0.0,71.1535441493755,19.860544289825086,13.847474399381248,67.4364741731741,17.028217612440994,0.0,0.0,0.0,93.03,19.860544289825086,21.630131152729696,0.0,17.288952159858518,67.15126322602364,19.26246486877803,9.205125722146711,32.903945735995094,0.0,6.923737199690624,0.0,50.91426261257355,0.0,14.464305040191482,0.0,2.021771363440286,0.2727115819457073,3.271078892147615,4.0210465418452594,10.36606193419094,-6.497904633001497,0.6956521739130435,32,1,7,0,1,1,1,0,1,5,1,9,12,0,1,1,2,1.780440000000002,127.65580000000008,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0
13,13,12.43321223013999,-3.4938982190098247,12.43321223013999,0.014305293104896144,0.4894610288444454,395.3720000000002,369.1640000000002,394.10049647209,136,0,0.17940519956212442,-0.3394302204132066,0.3394302204132066,0.17940519956212442,1.0833333333333333,1.75,2.3333333333333335,2.962152950921449,672.6583822805281,18.328062645816686,14.493370114558994,16.82172458752363,11.20241314751155,8.233118396297291,10.6413125686359,6.249039020560379,9.082538414877277,3.801028351024698,6.631439021280693,2.314307612942146,4.6125268451108585,-0.6200000000000002,116276.95011911637,21.422771599657825,9.757123343434454,6.028456332427349,154.59905298365675,4.899909730850478,0.0,15.62049808278244,0.0,0.0,0.0,4.794537184071822,8.417796984328938,0.0,0.0,49.38808184893368,18.55355575984923,5.563451491696996,47.754525703940175,18.112243899251236,38.822377863247475,0.0,0.0,0.0,43.92332878983845,26.392953978013743,27.741452256102868,0.0,0.0,4.899909730850478,0.0,0.0,23.20187978046503,40.59399590870762,9.837253136417502,0.0,49.385833990089495,17.028217612440994,10.045266627482652,0.0,0.0,55.65,9.837253136417502,13.212334168400758,0.0,32.04030014780915,19.386399651764595,24.162374599628507,12.13273413692322,0.0,14.09534396535438,6.923737199690624,23.20187978046503,24.86642446027998,12.33557053707787,13.385401843179034,-0.013644284874443136,0.2850459737639577,-0.08763997079292896,2.8745874275636183,3.8391323063920835,2.7390195283557306,0.4149910679439901,0.5882352941176471,24,1,4,0,0,0,1,0,1,3,1,7,10,0,0,0,1,3.064700000000001,99.28200000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
14,14,12.543209829657862,0.2083402527039795,12.543209829657862,0.2083402527039795,0.45413044354578663,368.54100000000005,334.26900000000006,368.25840574809,146,0,0.1679993944389071,-0.4932981341613568,0.4932981341613568,0.1679993944389071,1.0,1.7777777777777777,2.4814814814814814,2.122126370646155,694.782290396991,19.484916895309066,17.09215298393712,17.09215298393712,13.096555450524585,10.216961242853863,10.216961242853863,7.524282135485168,7.524282135485168,4.7273808776605435,4.7273808776605435,3.0664586911520493,3.0664586911520493,-2.13,1078760.8345367857,21.173261722068162,11.555409485736744,7.556503778037776,163.90270369807436,9.636772684650527,5.749511833283905,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,56.5180374107767,35.74682581170483,11.984273114623004,33.66780395870588,14.431309868722348,5.783244946364939,0.0,0.0,0.0,45.448666937246685,27.246982335779872,65.22129102278387,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,0.0,33.030227282144814,6.4208216229260096,0.0,60.512736973483484,48.53093654769288,0.0,0.0,0.0,30.740000000000002,0.0,4.794537184071822,0.0,5.783244946364939,6.4208216229260096,42.86969643295541,29.7258260913255,0.0,24.26546827384644,45.28454943889144,4.736862953800049,6.073453142059293,0.0,13.834776276849551,0.0,3.1212255244154603,1.1158736889179715,16.297340933271943,6.111752998784924,3.7995602332166456,4.146017202484208,0.4583333333333333,27,1,3,0,0,0,2,0,2,2,1,3,12,0,0,0,2,3.953800000000002,111.95220000000008,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
15,15,12.710283452316801,-3.486394439812741,12.710283452316801,0.044197898450416995,0.4146102255507589,478.4620000000003,447.21400000000017,477.13761025209004,168,0,0.21935623711216803,-0.3316443522712887,0.3316443522712887,0.21935623711216803,1.0666666666666667,1.6666666666666667,2.2,1.99043851187662,842.7524928131149,22.311190308942123,17.677259125269003,20.005613598233637,14.15190289029473,10.494428588355715,12.902622760694323,7.820694046483955,10.744242863427191,5.541687718664709,7.917938468258605,3.6356760785186286,5.877595062565337,-1.1500000000000001,2801031.57033745,25.11351747570909,11.463648334425304,6.938785629548415,188.9743460579611,9.799819461700956,0.0,15.62049808278244,5.907179729351506,0.0,0.0,9.589074368143644,8.417796984328938,0.0,0.0,49.38808184893369,18.55355575984923,6.923737199690624,65.40165885393309,22.906781083323057,44.72955759259898,0.0,4.899909730850478,0.0,50.84706598952907,38.476635636309666,27.741452256102868,0.0,0.0,4.899909730850478,0.0,0.0,23.20187978046503,63.484767027205514,14.631790320489323,0.0,56.309571189780115,17.028217612440994,10.045266627482652,0.0,0.0,75.96000000000001,9.837253136417502,18.00687135247258,0.0,44.368301500086666,26.055090840663738,32.35197768060318,17.0326438677737,11.823646930541102,0.0,6.923737199690624,23.20187978046503,25.10815169051204,12.548311739934213,27.23939908409625,0.15931883989694273,0.18522060843263977,-0.07849942956296063,2.683157506574714,3.735511091057965,7.211378864426496,-3.486394439812741,0.6190476190476191,30,1,6,0,1,1,1,0,1,4,1,9,10,0,1,1,2,2.6672000000000002,119.42200000000008,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0
16,16,12.739891219806514,-3.2869197219176933,12.739891219806514,0.10730147299456494,0.4861393920585242,396.5730000000002,362.3010000000001,396.22030598809,152,0,0.17789652421240126,-0.3697527726582175,0.3697527726582175,0.17789652421240126,1.0740740740740742,1.7037037037037037,2.2962962962962963,2.049894186990162,713.5436567248164,19.863596551749417,16.97411658375059,17.790613164678316,12.847372437654418,10.133627909520529,11.785893135840682,7.597150429462557,9.706298992924586,5.316302379056445,7.096370765405122,3.7052622651201284,5.237798645430311,-1.2400000000000002,802572.261182694,22.05336783142409,10.344095168969439,6.401990127467633,163.5600030634575,9.636772684650527,13.08951281182515,15.62049808278244,0.0,0.0,0.0,4.794537184071822,8.417796984328938,0.0,0.0,26.186202068468653,43.52793314262446,5.563451491696996,36.827679040128984,22.849106853051286,15.62049808278244,0.0,0.0,0.0,57.77080318921969,38.600886753510345,28.823088612014207,0.0,0.0,4.899909730850478,0.0,0.0,0.0,52.80192868420422,14.57411609021755,13.847474399381248,60.512736973483484,17.028217612440994,0.0,0.0,0.0,64.88,9.837253136417502,13.212334168400758,0.0,11.536098553111728,23.30057821306679,63.23740099893557,4.899909730850478,12.13273413692322,13.847474399381248,6.923737199690624,4.736862953800049,30.579287068195583,0.0,14.490387563477253,0.0,2.2229757367185226,0.28742458922001624,3.3551170005039053,4.26282435446342,10.005570076005665,-3.2869197219176933,0.6666666666666666,27,1,5,0,1,1,1,0,1,4,1,6,10,0,1,1,2,2.14534,107.44100000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
17,17,12.424613205823142,0.10828314344052115,12.424613205823142,0.10828314344052115,0.7462452569942412,305.418,278.202,305.19854514408996,121,1,0.1827745906326992,-0.4934572503835634,0.4934572503835634,0.1827745906326992,1.2272727272727273,2.0454545454545454,2.772727272727273,1.9345027486701298,499.10567763230097,15.94938298937633,13.906543147266301,13.906543147266301,10.613392202930193,8.195523529564374,8.195523529564374,6.172323763611228,6.172323763611228,3.7542812321375307,3.7542812321375307,2.5972591001002794,2.5972591001002794,-1.55,87438.71130536644,16.81426665797295,8.17989643595121,4.470486153246292,132.95332356798792,14.373635638450576,24.02381167724212,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.186202068468653,18.553555759849232,6.06636706846161,32.810433827476864,19.168172822522397,5.783244946364939,0.0,0.0,0.0,32.60702369139466,33.85386430029279,29.680458743243218,0.0,11.49902366656781,14.373635638450576,0.0,11.49902366656781,0.0,39.63710924665773,0.0,5.917906046161393,42.96501236716348,18.19910120538483,0.0,0.0,0.0,39.97,0.0,4.794537184071822,0.0,5.783244946364939,31.071483659919313,18.08823950237131,24.162374599628507,0.0,32.29444517073921,6.923737199690624,9.473725907600098,11.484775651970818,0.0,13.649087962688565,0.0,0.6535490601837106,2.371275132971528,5.528689137692114,4.731938210555287,4.014657878289247,4.0660269656487324,0.5555555555555556,22,1,4,0,1,1,1,0,1,3,1,4,8,0,0,0,2,1.9397899999999997,86.82520000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
18,18,12.543335393366302,-3.5481582434971224,12.543335393366302,0.010640959018935137,0.42164036636760727,450.40800000000036,423.1920000000003,449.10631012408993,156,0,0.2749032063540612,-0.3455506908799494,0.3455506908799494,0.2749032063540612,1.1785714285714286,1.9285714285714286,2.607142857142857,2.053374570649078,827.4676855640902,20.733840039752494,16.022938748582497,18.35129322154713,13.258056040177374,9.601456103902317,12.009650276240926,7.0686619651771165,9.902161359494011,4.865861047156971,7.696271717412965,3.211119155404323,5.509338387573034,-1.15,1178701.9770722985,23.132095993862997,10.57623975326678,6.173611206650879,176.0344903425725,10.216698334856808,0.0,22.165254488695016,0.0,5.907179729351506,0.0,9.589074368143644,8.417796984328938,0.0,0.0,49.38808184893368,18.55355575984923,5.563451491696996,46.748694550410946,22.906781083323057,44.72955759259898,0.0,5.316788604006331,0.0,43.92332878983845,31.93187923039709,27.741452256102868,0.0,0.0,10.216698334856808,0.0,0.0,23.20187978046503,52.04010089044247,14.631790320489323,0.0,49.38583399008948,17.028217612440994,10.045266627482652,0.0,0.0,84.75,9.837253136417502,18.00687135247258,0.0,44.368301500086666,26.055090840663734,30.707131005541083,12.13273413692322,0.0,0.0,12.240525803696954,23.20187978046503,25.086670786732604,12.453173113062181,24.968202514928194,2.6387535641047015,0.2198709454192862,-0.224963253437378,2.8110282554379777,3.623655729125063,4.277322143680054,-3.5481582434971224,0.5789473684210527,28,2,6,0,1,1,1,0,1,4,2,9,10,0,1,1,2,1.9348999999999987,110.17770000000004,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0
19,19,12.475472600506942,0.02813669597264501,12.475472600506942,0.02813669597264501,0.4923808603657028,389.3430000000002,361.11900000000014,388.14407553609,140,0,0.16954257980591533,-0.4919745334352408,0.4919745334352408,0.16954257980591533,1.16,1.92,2.64,1.8752211574722208,559.8453410761219,18.07070333293597,14.913548948841322,16.42540684087823,12.1302289553358,9.184242113340131,9.940171059358585,6.433894366263465,7.189823312281921,4.508262757766325,5.372819963454568,2.904588690909552,3.385452810841595,-0.8100000000000002,429080.2382134326,20.501282525927213,11.019792063490689,6.446539523850416,159.92479813614793,14.373635638450576,23.861657958850383,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,49.38808184893368,18.55355575984923,5.563451491696996,37.80885723611866,19.168172822522397,28.985124726829973,0.0,0.0,0.0,39.02784531432067,39.45491511127648,27.741452256102868,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,23.20187978046503,45.238160057641416,4.736862953800049,0.0,49.385833990089495,12.13273413692322,10.045266627482652,0.0,0.0,39.97,0.0,4.794537184071822,0.0,5.783244946364939,34.38593353990248,45.689676392615574,17.741552976702497,12.13273413692322,0.0,6.923737199690624,32.67560568806513,11.043098744534312,12.618210205365688,13.872557901590051,0.6355833228353074,0.48394360225980027,0.5823213381235572,3.4815773809523813,4.987770254634188,7.017159471926938,0.0,0.631578947368421,25,1,4,0,1,1,1,0,1,3,1,6,10,0,1,1,2,3.440400000000002,101.42920000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
20,20,12.691575969323603,-0.0037099068660213508,12.691575969323603,0.0037099068660213508,0.3358820000447942,446.4640000000002,415.2160000000002,445.14778101209004,156,0,0.21935623711216803,-0.3316443522712887,0.3316443522712887,0.21935623711216803,1.1071428571428572,1.75,2.3214285714285716,1.8464136533677533,653.3645830680657,20.518297090128673,16.860762544341277,19.189117017305914,13.417922655570507,10.161095255022383,11.902622760694323,7.3502837376777945,9.333011937008713,5.182570962268167,6.8405881990689785,3.4215999034559332,5.23536653737725,-0.7500000000000002,1385503.22373285,23.52817370193437,12.061449934687626,7.251831445926559,182.47205770153974,9.799819461700956,0.0,5.783244946364939,5.907179729351506,0.0,0.0,9.589074368143644,0.0,0.0,11.761884949391115,49.38808184893369,24.306409366596018,11.819220675208399,54.753321771668524,14.48898409899412,46.654189405572595,0.0,4.899909730850478,0.0,50.84706598952907,38.476635636309666,27.741452256102868,0.0,0.0,4.899909730850478,0.0,0.0,34.963764729856145,55.066970042876584,4.794537184071822,0.0,56.309571189780115,17.028217612440994,10.045266627482652,0.0,0.0,41.82,0.0,9.589074368143644,0.0,11.690424675716445,22.02953974210566,43.37211911182744,30.583196222554516,18.685622149081738,17.0326438677737,6.923737199690624,23.20187978046503,0.0,14.537652067836746,28.320188900004347,0.8980688398969427,0.4448502380622694,1.1557779434506759,3.7294538028710105,5.324950811390542,7.811279618709691,0.0,0.6190476190476191,28,1,4,0,1,1,1,0,1,3,1,7,10,0,1,1,2,3.9856000000000025,118.09320000000008,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0
21,21,12.211326168786105,-0.022503893596515834,12.211326168786105,0.022503893596515834,0.5171454058301579,347.30600000000004,321.09800000000007,346.13351085209,124,0,0.17099155849547165,-0.49348981103182593,0.49348981103182593,0.17099155849547165,1.1363636363636365,1.7727272727272727,2.3181818181818183,2.6478939624750626,466.54243621916817,16.535169427003233,13.676873533631268,15.188731425668177,10.45159616038172,7.89380199882025,8.649730944838705,5.80132432369813,6.615724577179342,3.413142218081134,4.0093245813263545,2.1069808707165554,2.7848044929361704,-0.77,54034.34002517021,19.277103155911448,10.089256622865111,6.5525244944468595,143.08719983137703,9.636772684650527,5.749511833283905,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,49.38808184893369,18.55355575984923,0.0,49.276522077885524,14.431309868722348,28.985124726829973,0.0,0.0,0.0,39.02784531432067,27.246982335779872,27.741452256102868,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,23.20187978046503,33.030227282144814,0.0,0.0,49.385833990089495,12.13273413692322,10.045266627482652,0.0,0.0,30.740000000000002,0.0,4.794537184071822,0.0,5.783244946364939,34.38593353990248,19.386399651764595,17.741552976702497,12.13273413692322,14.09534396535438,6.923737199690624,27.938742734265084,5.662865226337448,12.430615175524686,13.426722127465586,0.7403968778869578,0.40547807252938983,0.603684115557763,3.367076877047115,5.00503167231129,3.5684974475141598,4.011854630047826,0.5882352941176471,22,1,3,0,0,0,1,0,1,2,1,5,10,0,0,0,1,3.669800000000002,92.72420000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
22,22,12.916046431521337,-3.0948849757118917,12.916046431521337,0.1591210626990125,0.2989094711035003,455.71000000000026,416.39800000000014,455.23966152809004,170,0,0.2137349009369034,-0.33236995078017306,0.33236995078017306,0.2137349009369034,1.0666666666666667,1.7,2.2666666666666666,1.8526184287431116,777.6613973254827,22.148053602125593,19.128436960437092,20.761430122292545,14.279224090232555,11.36708927398099,13.961853141160885,8.313976388065575,11.739880953625345,5.944989494217073,8.88836154300686,4.094288285575641,6.302736160012734,-0.8900000000000001,3247305.165208811,25.37128043073769,12.224326112504016,7.3602820277130485,187.19466326894096,4.899909730850478,0.0,5.783244946364939,10.023291153407584,0.0,0.0,4.794537184071822,8.417796984328938,4.305215991296234,11.761884949391115,26.186202068468653,56.20452394906188,10.45893496721477,44.89745725923567,18.112243899251236,27.56842104916364,0.0,4.305215991296234,0.0,64.69454038891031,44.22948924305645,28.823088612014207,0.0,0.0,4.899909730850478,0.0,0.0,11.761884949391115,62.735747165046554,10.023291153407584,13.847474399381248,67.4364741731741,17.028217612440994,0.0,0.0,0.0,58.89,10.023291153407584,13.212334168400758,0.0,11.536098553111728,19.51033443475116,42.0774772995755,35.47867969807229,11.228953190986857,25.60935934877236,19.056471336613843,0.0,25.5638351305538,1.8904625010759846,15.496965869955485,0.0,3.020150993069915,1.5022032675088215,4.317375188443911,5.610486262177837,11.443405762926135,-3.0948849757118917,0.6956521739130435,30,1,5,0,1,1,1,0,1,4,1,7,12,0,1,1,2,3.098840000000001,126.32700000000008,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0
